185.98.79.232	Kolomna
5.144.96.251	Saratov
37.44.126.22	Saint-Petersburg
83.220.238.238	Moscow
109.174.112.106	Moscow
85.26.234.23	Saint-Petersburg
70.198.135.191	Saint-Petersburg
37.192.124.125	Moscow
176.49.151.92	Moscow
93.125.107.17	Moscow
188.254.126.94	Moscow
81.200.23.239	Moscow
92.127.237.106	Saratov
178.140.87.77	Saint-Petersburg
128.73.163.164	Moscow
46.0.0.148	Kolomna
93.100.108.250	Moscow
78.85.72.8	Saint-Petersburg
223.39.189.60	Saratov
46.39.249.77	Moscow
193.34.160.73	Moscow
185.189.254.92	Moscow
176.59.50.151	Moscow
94.50.193.185	Saint-Petersburg
79.172.99.99	Saint-Petersburg
85.117.117.157	Moscow
217.118.91.111	Moscow
93.77.91.200	Moscow
73.239.249.246	Saint-Petersburg
213.87.249.206	Moscow
